// W_1(k',q) for Xe_5p
// k'[keV]	q[keV]	W_1
16.2975	14.1747	6.72989
16.2975	15.1991	16.525
16.2975	16.2975	29.9347
16.2975	17.4753	31.503
16.2975	18.7382	23.2693
16.2975	20.0923	14.7546
16.2975	21.5443	7.33494
16.2975	23.1013	2.67726
16.2975	24.7708	0.740356
16.2975	26.5609	0.281488
16.2975	28.4804	0.270488
16.2975	30.5386	0.265807
16.2975	32.7455	0.196349
16.2975	35.1119	0.110402
16.2975	37.6494	0.0481394
16.2975	40.3702	0.0176038
16.2975	43.2876	0.00876564
16.2975	46.4159	0.00903828
16.2975	49.7702	0.0103843
16.2975	53.367	0.00989591
16.2975	57.2237	0.00774067
16.2975	61.3591	0.00506471
16.2975	65.7933	0.00279748
16.2975	70.548	0.00131383
16.2975	75.6463	0.000559416
16.2975	81.1131	0.000293453
16.2975	86.9749	0.000270344
16.2975	93.2603	0.000320352
16.2975	100	0.000357518
16.2975	107.227	0.000355461
16.2975	114.976	0.000318957
16.2975	123.285	0.000263282
16.2975	132.194	0.000203047
16.2975	141.747	0.000148027
16.2975	151.991	0.00010293
16.2975	162.975	6.8746e-05
16.2975	174.753	4.43501e-05
16.2975	187.382	2.77641e-05
16.2975	200.923	1.69302e-05
16.2975	215.443	1.00879e-05
16.2975	231.013	5.88924e-06
16.2975	247.708	3.37623e-06
16.2975	265.609	1.90452e-06
16.2975	284.804	1.05899e-06
16.2975	305.386	5.81339e-07
16.2975	327.455	3.15516e-07
16.2975	351.119	1.69518e-07
16.2975	376.494	9.02631e-08
16.2975	403.702	4.76804e-08
16.2975	432.876	2.50091e-08
16.2975	464.159	1.30356e-08
16.2975	497.702	6.75693e-09
16.2975	533.67	3.4852e-09
16.2975	572.237	1.78983e-09
16.2975	613.591	9.1563e-10
16.2975	657.933	4.66819e-10
16.2975	705.48	2.37287e-10
16.2975	756.463	1.20296e-10
16.2975	811.131	6.08438e-11
16.2975	869.749	3.07111e-11
16.2975	932.603	1.54739e-11
16.2975	1000	7.78431e-12
17.4753	1	0.00105253
17.4753	1.07227	0.00122201
17.4753	1.14976	0.00142072
17.4753	1.23285	0.0016543
17.4753	1.32194	0.00192964
17.4753	1.41747	0.00225521
17.4753	1.51991	0.0026415
17.4753	1.62975	0.00310154
17.4753	1.74753	0.00365165
17.4753	1.87382	0.0043124
17.4753	2.00923	0.00510955
17.4753	2.15443	0.00607633
17.4753	2.31013	0.00725497
17.4753	2.47708	0.00869994
17.4753	2.65609	0.0104817
17.4753	2.84804	0.0126919
17.4753	3.05386	0.0154508
17.4753	3.27455	0.0189165
17.4753	3.51119	0.0232978
17.4753	3.76494	0.0288728
17.4753	4.03702	0.0360116
17.4753	4.32876	0.0452126
17.4753	4.64159	0.0571451
17.4753	4.97702	0.0727136
17.4753	5.3367	0.0931415
17.4753	5.72237	0.120085
17.4753	6.13591	0.15578
17.4753	6.57933	0.203231
17.4753	7.0548	0.266431
17.4753	7.56463	0.350581
17.4753	8.11131	0.424381
17.4753	8.69749	0.527105
17.4753	9.32603	0.66669
17.4753	10	0.849252
17.4753	10.7227	1.07528
17.4753	11.4976	1.33304
17.4753	12.3285	1.59522
17.4753	13.2194	2.0277
17.4753	14.1747	3.05574
17.4753	15.1991	6.86721
17.4753	16.2975	18.0097
17.4753	17.4753	33.05
17.4753	18.7382	33.0343
17.4753	20.0923	23.4573
17.4753	21.5443	13.8794
17.4753	23.1013	6.01868
17.4753	24.7708	1.82779
17.4753	26.5609	0.47449
17.4753	28.4804	0.291423
17.4753	30.5386	0.312052
17.4753	32.7455	0.25945
17.4753	35.1119	0.159237
17.4753	37.6494	0.0742099
17.4753	40.3702	0.0275322
17.4753	43.2876	0.0114587
17.4753	46.4159	0.0100526
17.4753	49.7702	0.0117317
17.4753	53.367	0.0116411
17.4753	57.2237	0.00940493
17.4753	61.3591	0.00630947
17.4753	65.7933	0.0035585
17.4753	70.548	0.00170007
17.4753	75.6463	0.000724325
17.4753	81.1131	0.000359719
17.4753	86.9749	0.000309249
17.4753	93.2603	0.000361321
17.4753	100	0.00040579
17.4753	107.227	0.00040651
17.4753	114.976	0.000366813
17.4753	123.285	0.000303925
17.4753	132.194	0.000234951
17.4753	141.747	0.000171529
17.4753	151.991	0.00011936
17.4753	162.975	7.97405e-05
17.4753	174.753	5.14406e-05
17.4753	187.382	3.21944e-05
17.4753	200.923	1.96238e-05
17.4753	215.443	1.16873e-05
17.4753	231.013	6.81942e-06
17.4753	247.708	3.9074e-06
17.4753	265.609	2.20299e-06
17.4753	284.804	1.22432e-06
17.4753	305.386	6.71776e-07
17.4753	327.455	3.64433e-07
17.4753	351.119	1.95718e-07
17.4753	376.494	1.04173e-07
17.4753	403.702	5.50087e-08
17.4753	432.876	2.88436e-08
17.4753	464.159	1.503e-08
17.4753	497.702	7.78867e-09
17.4753	533.67	4.01644e-09
17.4753	572.237	2.06222e-09
17.4753	613.591	1.05479e-09
17.4753	657.933	5.37679e-10
17.4753	705.48	2.73266e-10
17.4753	756.463	1.38519e-10
17.4753	811.131	7.00528e-11
17.4753	869.749	3.5356e-11
17.4753	932.603	1.78126e-11
17.4753	1000	8.96018e-12
18.7382	1	0.000432633
18.7382	1.07227	0.000504666
18.7382	1.14976	0.000589845
18.7382	1.23285	0.000690908
18.7382	1.32194	0.000811264
18.7382	1.41747	0.00095517
18.7382	1.51991	0.00112798
18.7382	1.62975	0.00133646
18.7382	1.74753	0.0015892
18.7382	1.87382	0.00189722
18.7382	2.00923	0.00227463
18.7382	2.15443	0.00273969
18.7382	2.31013	0.00331614
18.7382	2.47708	0.00403496
18.7382	2.65609	0.00493685
18.7382	2.84804	0.00607552
18.7382	3.05386	0.00752225
18.7382	3.27455	0.00937212
18.7382	3.51119	0.0117526
18.7382	3.76494	0.0148356
18.7382	4.03702	0.0188537
18.7382	4.32876	0.0241258
18.7382	4.64159	0.0310836
18.7382	4.97702	0.040325
18.7382	5.3367	0.0526734
18.7382	5.72237	0.0692697
18.7382	6.13591	0.0916963
18.7382	6.57933	0.122149
18.7382	7.0548	0.163662
18.7382	7.56463	0.220401
18.7382	8.11131	0.29799
18.7382	8.69749	0.393903
18.7382	9.32603	0.487345
18.7382	10	0.620844
18.7382	10.7227	0.803419
18.7382	11.4976	1.03924
18.7382	12.3285	1.31818
18.7382	13.2194	1.60972
18.7382	14.1747	2.00979
18.7382	15.1991	2.97141
18.7382	16.2975	6.90517
18.7382	17.4753	19.4593
18.7382	18.7382	36.3216
18.7382	20.0923	34.3844
18.7382	21.5443	23.5949
18.7382	23.1013	12.7005
18.7382	24.7708	4.68159
18.7382	26.5609	1.17586
18.7382	28.4804	0.365172
18.7382	30.5386	0.343659
18.7382	32.7455	0.330541
18.7382	35.1119	0.227414
18.7382	37.6494	0.115303
18.7382	40.3702	0.0447651
18.7382	43.2876	0.0164126
18.7382	46.4159	0.0113736
18.7382	49.7702	0.0131002
18.7382	53.367	0.0136016
18.7382	57.2237	0.0114238
18.7382	61.3591	0.00789429
18.7382	65.7933	0.00456115
18.7382	70.548	0.0022227
18.7382	75.6463	0.000951318
18.7382	81.1131	0.000448628
18.7382	86.9749	0.000355571
18.7382	93.2603	0.00040671
18.7382	100	0.000459611
18.7382	107.227	0.000464427
18.7382	114.976	0.000421829
18.7382	123.285	0.000351052
18.7382	132.194	0.000272144
18.7382	141.747	0.000199014
18.7382	151.991	0.000138608
18.7382	162.975	9.26298e-05
18.7382	174.753	5.97522e-05
18.7382	187.382	3.73852e-05
18.7382	200.923	2.27775e-05
18.7382	215.443	1.35581e-05
18.7382	231.013	7.90631e-06
18.7382	247.708	4.52742e-06
18.7382	265.609	2.55101e-06
18.7382	284.804	1.4169e-06
18.7382	305.386	7.7701e-07
18.7382	327.455	4.21302e-07
18.7382	351.119	2.2615e-07
18.7382	376.494	1.20317e-07
18.7382	403.702	6.35077e-08
18.7382	432.876	3.32878e-08
18.7382	464.159	1.734e-08
18.7382	497.702	8.98308e-09
18.7382	533.67	4.63113e-09
18.7382	572.237	2.37727e-09
18.7382	613.591	1.21567e-09
18.7382	657.933	6.19576e-10
18.7382	705.48	3.14837e-10
18.7382	756.463	1.59567e-10
18.7382	811.131	8.06875e-11
18.7382	869.749	4.07188e-11
18.7382	932.603	2.05124e-11
18.7382	1000	1.03174e-11
20.0923	1	0.000159824
20.0923	1.07227	0.000187613
20.0923	1.14976	0.000220822
20.0923	1.23285	0.000260677
20.0923	1.32194	0.000308724
20.0923	1.41747	0.000366933
20.0923	1.51991	0.000437803
20.0923	1.62975	0.000524556
20.0923	1.74753	0.000631344
20.0923	1.87382	0.000763549
20.0923	2.00923	0.000928171
20.0923	2.15443	0.00113442
20.0923	2.31013	0.00139439
20.0923	2.47708	0.00172408
20.0923	2.65609	0.00214481
20.0923	2.84804	0.00268504
20.0923	3.05386	0.00338306
20.0923	3.27455	0.00429063
20.0923	3.51119	0.00547809
20.0923	3.76494	0.00704156
20.0923	4.03702	0.00911317
20.0923	4.32876	0.0118756
20.0923	4.64159	0.0155827
20.0923	4.97702	0.0205899
20.0923	5.3367	0.0273966
20.0923	5.72237	0.0367282
20.0923	6.13591	0.0495667
20.0923	6.57933	0.0673571
20.0923	7.0548	0.0921498
20.0923	7.56463	0.126872
20.0923	8.11131	0.175678
20.0923	8.69749	0.244403
20.0923	9.32603	0.341061
20.0923	10	0.445729
20.0923	10.7227	0.569347
20.0923	11.4976	0.747766
20.0923	12.3285	0.989274
20.0923	13.2194	1.28711
20.0923	14.1747	1.60427
20.0923	15.1991	1.99371
20.0923	16.2975	2.86568
20.0923	17.4753	6.83862
20.0923	18.7382	20.8785
20.0923	20.0923	39.6836
20.0923	21.5443	35.7225
20.0923	23.1013	23.5333
20.0923	24.7708	11.2342
20.0923	26.5609	3.41991
20.0923	28.4804	0.744994
20.0923	30.5386	0.367458
20.0923	32.7455	0.394528
20.0923	35.1119	0.316181
20.0923	37.6494	0.178829
20.0923	40.3702	0.0747256
20.0923	43.2876	0.025931
20.0923	46.4159	0.0135245
20.0923	49.7702	0.0144484
20.0923	53.367	0.0157268
20.0923	57.2237	0.0138395
20.0923	61.3591	0.00990867
20.0923	65.7933	0.00588838
20.0923	70.548	0.00293635
20.0923	75.6463	0.00126818
20.0923	81.1131	0.00057104
20.0923	86.9749	0.000412285
20.0923	93.2603	0.000457008
20.0923	100	0.000519305
20.0923	107.227	0.00052995
20.0923	114.976	0.000485046
20.0923	123.285	0.000405759
20.0923	132.194	0.000315594
20.0923	141.747	0.000231245
20.0923	151.991	0.000161224
20.0923	162.975	0.000107786
20.0923	174.753	6.95269e-05
20.0923	187.382	4.34866e-05
20.0923	200.923	2.64812e-05
20.0923	215.443	1.57529e-05
20.0923	231.013	9.17996e-06
20.0923	247.708	5.25307e-06
20.0923	265.609	2.95784e-06
20.0923	284.804	1.64176e-06
20.0923	305.386	8.99743e-07
20.0923	327.455	4.87557e-07
20.0923	351.119	2.61569e-07
20.0923	376.494	1.39089e-07
20.0923	403.702	7.33823e-08
20.0923	432.876	3.84474e-08
20.0923	464.159	2.002e-08
20.0923	497.702	1.0368e-08
20.0923	533.67	5.34346e-09
20.0923	572.237	2.74218e-09
20.0923	613.591	1.40193e-09
20.0923	657.933	7.14353e-10
20.0923	705.48	3.62929e-10
20.0923	756.463	1.83911e-10
20.0923	811.131	9.29836e-11
20.0923	869.749	4.69179e-11
20.0923	932.603	2.36326e-11
20.0923	1000	1.18855e-11
21.5443	1	0.000148069
21.5443	1.07227	0.000171798
21.5443	1.14976	0.00019959
21.5443	1.23285	0.000232227
21.5443	1.32194	0.000270662
21.5443	1.41747	0.00031607
21.5443	1.51991	0.00036991
21.5443	1.62975	0.000433994
21.5443	1.74753	0.000510616
21.5443	1.87382	0.000602683
21.5443	2.00923	0.000713875
21.5443	2.15443	0.000848959
21.5443	2.31013	0.0010141
21.5443	2.47708	0.00121738
21.5443	2.65609	0.00146944
21.5443	2.84804	0.00178442
21.5443	3.05386	0.00218129
21.5443	3.27455	0.0026857
21.5443	3.51119	0.00333263
21.5443	3.76494	0.00417025
21.5443	4.03702	0.00526536
21.5443	4.32876	0.00671133
21.5443	4.64159	0.00864009
21.5443	4.97702	0.0112391
21.5443	5.3367	0.0147769
21.5443	5.72237	0.0196417
21.5443	6.13591	0.026397
21.5443	6.57933	0.0359152
21.5443	7.0548	0.0493574
21.5443	7.56463	0.0685527
21.5443	8.11131	0.0961736
21.5443	8.69749	0.136157
21.5443	9.32603	0.19427
21.5443	10	0.278813
21.5443	10.7227	0.401356
21.5443	11.4976	0.514701
21.5443	12.3285	0.683956
21.5443	13.2194	0.926534
21.5443	14.1747	1.24173
21.5443	15.1991	1.59108
21.5443	16.2975	1.98144
21.5443	17.4753	2.75828
21.5443	18.7382	6.66806
21.5443	20.0923	22.1678
21.5443	21.5443	43.063
21.5443	23.1013	36.9915
21.5443	24.7708	23.1828
21.5443	26.5609	9.5537
21.5443	28.4804	2.34272
21.5443	30.5386	0.525561
21.5443	32.7455	0.428606
21.5443	35.1119	0.416226
21.5443	37.6494	0.272532
21.5443	40.3702	0.126161
21.5443	43.2876	0.0444856
21.5443	46.4159	0.0178064
21.5443	49.7702	0.0158515
21.5443	53.367	0.0179083
21.5443	57.2237	0.0166642
21.5443	61.3591	0.0124538
21.5443	65.7933	0.00765047
21.5443	70.548	0.0039189
21.5443	75.6463	0.00171647
21.5443	81.1131	0.000743968
21.5443	86.9749	0.000484322
21.5443	93.2603	0.000512998
21.5443	100	0.000585111
21.5443	107.227	0.000603811
21.5443	114.976	0.000557634
21.5443	123.285	0.000469338
21.5443	132.194	0.000366473
21.5443	141.747	0.000269153
21.5443	151.991	0.000187888
21.5443	162.975	0.000125675
21.5443	174.753	8.10641e-05
21.5443	187.382	5.06843e-05
21.5443	200.923	3.08464e-05
21.5443	215.443	1.83366e-05
21.5443	231.013	1.06773e-05
21.5443	247.708	6.10504e-06
21.5443	265.609	3.43482e-06
21.5443	284.804	1.90505e-06
21.5443	305.386	1.04327e-06
21.5443	327.455	5.64942e-07
21.5443	351.119	3.02891e-07
21.5443	376.494	1.60968e-07
21.5443	403.702	8.48797e-08
21.5443	432.876	4.44496e-08
21.5443	464.159	2.31353e-08
21.5443	497.702	1.19766e-08
21.5443	533.67	6.17036e-09
21.5443	572.237	3.16553e-09
21.5443	613.591	1.61793e-09
21.5443	657.933	8.2421e-10
21.5443	705.48	4.18651e-10
21.5443	756.463	2.12107e-10
21.5443	811.131	1.07221e-10
21.5443	869.749	5.40938e-11
21.5443	932.603	2.72435e-11
21.5443	1000	1.37e-11
23.1013	1	0.000303478
23.1013	1.07227	0.000349073
23.1013	1.14976	0.000401552
23.1013	1.23285	0.000461965
23.1013	1.32194	0.00053153
23.1013	1.41747	0.00061166
23.1013	1.51991	0.000703996
23.1013	1.62975	0.000810449
23.1013	1.74753	0.000933264
23.1013	1.87382	0.00107506
23.1013	2.00923	0.00123894
23.1013	2.15443	0.00142858
23.1013	2.31013	0.0016484
23.1013	2.47708	0.00190372
23.1013	2.65609	0.00220107
23.1013	2.84804	0.0025485
23.1013	3.05386	0.0029562
23.1013	3.27455	0.00343715
23.1013	3.51119	0.00400828
23.1013	3.76494	0.00469215
23.1013	4.03702	0.0055193
23.1013	4.32876	0.00653185
23.1013	4.64159	0.00778925
23.1013	4.97702	0.00937641
23.1013	5.3367	0.0114169
23.1013	5.72237	0.0140927
23.1013	6.13591	0.0176749
23.1013	6.57933	0.0225718
23.1013	7.0548	0.0294024
23.1013	7.56463	0.0391123
23.1013	8.11131	0.0533729
23.1013	8.69749	0.0741891
23.1013	9.32603	0.105182
23.1013	10	0.151744
23.1013	10.7227	0.222045
23.1013	11.4976	0.328117
23.1013	12.3285	0.460034
23.1013	13.2194	0.614899
23.1013	14.1747	0.852309
23.1013	15.1991	1.18094
23.1013	16.2975	1.56888
23.1013	17.4753	1.91713
23.1013	18.7382	2.65181
23.1013	20.0923	6.4005
23.1013	21.5443	23.3203
23.1013	23.1013	46.5881
23.1013	24.7708	38.3625
23.1013	26.5609	22.4663
23.1013	28.4804	7.74413
23.1013	30.5386	1.52532
23.1013	32.7455	0.472728
23.1013	35.1119	0.496559
23.1013	37.6494	0.39813
23.1013	40.3702	0.211759
23.1013	43.2876	0.0804458
23.1013	46.4159	0.0272303
23.1013	49.7702	0.0177439
23.1013	53.367	0.0199874
23.1013	57.2237	0.0198465
23.1013	61.3591	0.0156302
23.1013	65.7933	0.00998974
23.1013	70.548	0.00528095
23.1013	75.6463	0.00235875
23.1013	81.1131	0.000994353
23.1013	86.9749	0.00058001
23.1013	93.2603	0.000576114
23.1013	100	0.000657175
23.1013	107.227	0.000686674
23.1013	114.976	0.000640861
23.1013	123.285	0.000543305
23.1013	132.194	0.000426198
23.1013	141.747	0.000313891
23.1013	151.991	0.000219447
23.1013	162.975	0.000146874
23.1013	174.753	9.47385e-05
23.1013	187.382	5.92106e-05
23.1013	200.923	3.6012e-05
23.1013	215.443	2.13901e-05
23.1013	231.013	1.24443e-05
23.1013	247.708	7.10888e-06
23.1013	265.609	3.99597e-06
23.1013	284.804	2.21432e-06
23.1013	305.386	1.21163e-06
23.1013	327.455	6.55587e-07
23.1013	351.119	3.51231e-07
23.1013	376.494	1.86532e-07
23.1013	403.702	9.82993e-08
23.1013	432.876	5.14485e-08
23.1013	464.159	2.67647e-08
23.1013	497.702	1.38492e-08
23.1013	533.67	7.13222e-09
23.1013	572.237	3.65769e-09
23.1013	613.591	1.86887e-09
23.1013	657.933	9.51778e-10
23.1013	705.48	4.83326e-10
23.1013	756.463	2.4482e-10
23.1013	811.131	1.23734e-10
23.1013	869.749	6.24137e-11
23.1013	932.603	3.14291e-11
23.1013	1000	1.58028e-11
24.7708	1	0.000535755
24.7708	1.07227	0.000615412
24.7708	1.14976	0.000706816
24.7708	1.23285	0.00081167
24.7708	1.32194	0.000931914
24.7708	1.41747	0.00106976
24.7708	1.51991	0.00122771
24.7708	1.62975	0.00140861
24.7708	1.74753	0.00161571
24.7708	1.87382	0.00185264
24.7708	2.00923	0.00212355
24.7708	2.15443	0.00243307
24.7708	2.31013	0.00278645
24.7708	2.47708	0.00318958
24.7708	2.65609	0.0036491
24.7708	2.84804	0.00417246
24.7708	3.05386	0.00476807
24.7708	3.27455	0.00544553
24.7708	3.51119	0.00621581
24.7708	3.76494	0.00709177
24.7708	4.03702	0.00808879
24.7708	4.32876	0.00922589
24.7708	4.64159	0.0105276
24.7708	4.97702	0.012027
24.7708	5.3367	0.0137704
24.7708	5.72237	0.015826
24.7708	6.13591	0.0182972
24.7708	6.57933	0.0213445
24.7708	7.0548	0.0252219
24.7708	7.56463	0.0303364
24.7708	8.11131	0.0373446
24.7708	8.69749	0.0475528
24.7708	9.32603	0.0624443
24.7708	10	0.0850656
24.7708	10.7227	0.120114
24.7708	11.4976	0.175172
24.7708	12.3285	0.262083
24.7708	13.2194	0.398724
24.7708	14.1747	0.544242
24.7708	15.1991	0.769072
24.7708	16.2975	1.10351
24.7708	17.4753	1.52654
24.7708	18.7382	1.9226
24.7708	20.0923	2.56487
24.7708	21.5443	6.04979
24.7708	23.1013	24.3421
24.7708	24.7708	50.2146
24.7708	26.5609	39.8001
24.7708	28.4804	21.2611
24.7708	30.5386	5.93915
24.7708	32.7455	0.989932
24.7708	35.1119	0.520384
24.7708	37.6494	0.5334
24.7708	40.3702	0.344609
24.7708	43.2876	0.148452
24.7708	46.4159	0.0484228
24.7708	49.7702	0.0216189
24.7708	53.367	0.0218362
24.7708	57.2237	0.0232214
24.7708	61.3591	0.0195068
24.7708	65.7933	0.0130811
24.7708	70.548	0.00717796
24.7708	75.6463	0.00328939
24.7708	81.1131	0.00136519
24.7708	86.9749	0.000713591
24.7708	93.2603	0.000649065
24.7708	100	0.000735573
24.7708	107.227	0.000779066
24.7708	114.976	0.000736105
24.7708	123.285	0.000629429
24.7708	132.194	0.000496489
24.7708	141.747	0.000366879
24.7708	151.991	0.000256956
24.7708	162.975	0.00017211
24.7708	174.753	0.000111022
24.7708	187.382	6.93577e-05
24.7708	200.923	4.21527e-05
24.7708	215.443	2.50146e-05
24.7708	231.013	1.45384e-05
24.7708	247.708	8.29646e-06
24.7708	265.609	4.65867e-06
24.7708	284.804	2.57894e-06
24.7708	305.386	1.40977e-06
24.7708	327.455	7.62112e-07
24.7708	351.119	4.0796e-07
24.7708	376.494	2.16492e-07
24.7708	403.702	1.14007e-07
24.7708	432.876	5.96313e-08
24.7708	464.159	3.10037e-08
24.7708	497.702	1.60343e-08
24.7708	533.67	8.25371e-09
24.7708	572.237	4.23107e-09
24.7708	613.591	2.16105e-09
24.7708	657.933	1.10022e-09
24.7708	705.48	5.58547e-10
24.7708	756.463	2.8285e-10
24.7708	811.131	1.42922e-10
24.7708	869.749	7.2079e-11
24.7708	932.603	3.62898e-11
24.7708	1000	1.8244e-11
26.5609	1	0.000768226
26.5609	1.07227	0.000882448
26.5609	1.14976	0.00101351
26.5609	1.23285	0.00116385
26.5609	1.32194	0.00133625
26.5609	1.41747	0.00153386
26.5609	1.51991	0.00176027
26.5609	1.62975	0.00201953
26.5609	1.74753	0.00231624
26.5609	1.87382	0.00265556
26.5609	2.00923	0.00304332
26.5609	2.15443	0.00348603
26.5609	2.31013	0.00399093
26.5609	2.47708	0.00456609
26.5609	2.65609	0.00522038
26.5609	2.84804	0.00596356
26.5609	3.05386	0.0068062
26.5609	3.27455	0.00775971
26.5609	3.51119	0.00883628
26.5609	3.76494	0.0100488
26.5609	4.03702	0.0114107
26.5609	4.32876	0.0129359
26.5609	4.64159	0.014639
26.5609	4.97702	0.016535
26.5609	5.3367	0.0186408
26.5609	5.72237	0.0209761
26.5609	6.13591	0.0235676
26.5609	6.57933	0.0264554
26.5609	7.0548	0.0297065
26.5609	7.56463	0.0334377
26.5609	8.11131	0.0379105
26.5609	8.69749	0.0434452
26.5609	9.32603	0.0507596
26.5609	10	0.0610787
26.5609	10.7227	0.0767344
26.5609	11.4976	0.101323
26.5609	12.3285	0.14147
26.5609	13.2194	0.208115
26.5609	14.1747	0.31909
26.5609	15.1991	0.476134
26.5609	16.2975	0.680738
26.5609	17.4753	1.01139
26.5609	18.7382	1.4652
26.5609	20.0923	1.92493
26.5609	21.5443	2.49684
26.5609	23.1013	5.6364
26.5609	24.7708	25.1516
26.5609	26.5609	53.9541
26.5609	28.4804	41.2145
26.5609	30.5386	19.5988
26.5609	32.7455	4.30454
26.5609	35.1119	0.720389
26.5609	37.6494	0.612417
26.5609	40.3702	0.522457
26.5609	43.2876	0.27025
26.5609	46.4159	0.0949845
26.5609	49.7702	0.031667
26.5609	53.367	0.023799
26.5609	57.2237	0.0264662
26.5609	61.3591	0.0240589
26.5609	65.7933	0.0171191
26.5609	70.548	0.00982366
26.5609	75.6463	0.00465047
26.5609	81.1131	0.00192553
26.5609	86.9749	0.000909583
26.5609	93.2603	0.000737208
26.5609	100	0.000820454
26.5609	107.227	0.000881259
26.5609	114.976	0.000844745
26.5609	123.285	0.000729744
26.5609	132.194	0.000579429
26.5609	141.747	0.000429884
26.5609	151.991	0.000301745
26.5609	162.975	0.000202302
26.5609	174.753	0.000130511
26.5609	187.382	8.14962e-05
26.5609	200.923	4.94896e-05
26.5609	215.443	2.93383e-05
26.5609	231.013	1.70318e-05
26.5609	247.708	9.70778e-06
26.5609	265.609	5.44469e-06
26.5609	284.804	3.01058e-06
26.5609	305.386	1.64391e-06
26.5609	327.455	8.87763e-07
26.5609	351.119	4.74762e-07
26.5609	376.494	2.51718e-07
26.5609	403.702	1.3245e-07
26.5609	432.876	6.92267e-08
26.5609	464.159	3.59687e-08
26.5609	497.702	1.8591e-08
26.5609	533.67	9.56468e-09
26.5609	572.237	4.90079e-09
26.5609	613.591	2.50206e-09
26.5609	657.933	1.27335e-09
26.5609	705.48	6.46229e-10
26.5609	756.463	3.27157e-10
26.5609	811.131	1.65268e-10
26.5609	869.749	8.33295e-11
26.5609	932.603	4.19458e-11
26.5609	1000	2.10838e-11
28.4804	1	0.000945209
28.4804	1.07227	0.00108598
28.4804	1.14976	0.00124758
28.4804	1.23285	0.00143305
28.4804	1.32194	0.00164585
28.4804	1.41747	0.00188995
28.4804	1.51991	0.00216983
28.4804	1.62975	0.00249062
28.4804	1.74753	0.00285812
28.4804	1.87382	0.0032789
28.4804	2.00923	0.00376036
28.4804	2.15443	0.00431087
28.4804	2.31013	0.00493978
28.4804	2.47708	0.00565757
28.4804	2.65609	0.00647584
28.4804	2.84804	0.00740743
28.4804	3.05386	0.00846642
28.4804	3.27455	0.00966808
28.4804	3.51119	0.0110288
28.4804	3.76494	0.012566
28.4804	4.03702	0.0142976
28.4804	4.32876	0.016242
28.4804	4.64159	0.018417
28.4804	4.97702	0.0208395
28.4804	5.3367	0.0235242
28.4804	5.72237	0.0264824
28.4804	6.13591	0.0297216
28.4804	6.57933	0.0332473
28.4804	7.0548	0.0370554
28.4804	7.56463	0.041148
28.4804	8.11131	0.0455384
28.4804	8.69749	0.0502764
28.4804	9.32603	0.0554982
28.4804	10	0.0615217
28.4804	10.7227	0.0690254
28.4804	11.4976	0.0793768
28.4804	12.3285	0.0956736
28.4804	13.2194	0.122587
28.4804	14.1747	0.169686
28.4804	15.1991	0.253616
28.4804	16.2975	0.401967
28.4804	17.4753	0.592134
28.4804	18.7382	0.907586
28.4804	20.0923	1.3825
28.4804	21.5443	1.91774
28.4804	23.1013	2.45508
28.4804	24.7708	5.18634
28.4804	26.5609	25.6703
28.4804	28.4804	57.918
28.4804	30.5386	42.6664
28.4804	32.7455	17.4734
28.4804	35.1119	2.95122
28.4804	37.6494	0.658257
28.4804	40.3702	0.685832
28.4804	43.2876	0.465336
28.4804	46.4159	0.192295
28.4804	49.7702	0.0584065
28.4804	53.367	0.0276339
28.4804	57.2237	0.0291557
28.4804	61.3591	0.0290613
28.4804	65.7933	0.0222745
28.4804	70.548	0.0134996
28.4804	75.6463	0.00665422
28.4804	81.1131	0.00278658
28.4804	86.9749	0.00121054
28.4804	93.2603	0.000851113
28.4804	100	0.000912454
28.4804	107.227	0.000993139
28.4804	114.976	0.000968065
28.4804	123.285	0.000846549
28.4804	132.194	0.000677529
28.4804	141.747	0.000505099
28.4804	151.991	0.000355491
28.4804	162.975	0.000238622
28.4804	174.753	0.000153972
28.4804	187.382	9.60999e-05
28.4804	200.923	5.83051e-05
28.4804	215.443	3.45243e-05
28.4804	231.013	2.00164e-05
28.4804	247.708	1.13935e-05
28.4804	265.609	6.38144e-06
28.4804	284.804	3.52387e-06
28.4804	305.386	1.92176e-06
28.4804	327.455	1.03658e-06
28.4804	351.119	5.53732e-07
28.4804	376.494	2.93288e-07
28.4804	403.702	1.5418e-07
28.4804	432.876	8.05163e-08
28.4804	464.159	4.18026e-08
28.4804	497.702	2.15915e-08
28.4804	533.67	1.11016e-08
28.4804	572.237	5.6852e-09
28.4804	613.591	2.90111e-09
28.4804	657.933	1.47581e-09
28.4804	705.48	7.48692e-10
28.4804	756.463	3.78902e-10
28.4804	811.131	1.91351e-10
28.4804	869.749	9.6456e-11
28.4804	932.603	4.85422e-11
28.4804	1000	2.43945e-11
30.5386	1	0.00103563
30.5386	1.07227	0.00119012
30.5386	1.14976	0.00136757
30.5386	1.23285	0.00157134
30.5386	1.32194	0.00180529
30.5386	1.41747	0.00207383
30.5386	1.51991	0.00238201
30.5386	1.62975	0.00273557
30.5386	1.74753	0.00314105
30.5386	1.87382	0.00360591
30.5386	2.00923	0.0041386
30.5386	2.15443	0.0047487
30.5386	2.31013	0.00544705
30.5386	2.47708	0.00624585
30.5386	2.65609	0.0071588
30.5386	2.84804	0.00820124
30.5386	3.05386	0.00939024
30.5386	3.27455	0.0107446
30.5386	3.51119	0.0122851
30.5386	3.76494	0.0140341
