// W_1(k',q) for Xe_5p
// k'[keV]	q[keV]	W_1
0.1	1	2.17864e-05
0.1	1.07227	2.51007e-05
0.1	1.14976	2.89384e-05
0.1	1.23285	3.33932e-05
0.1	1.32194	3.85815e-05
0.1	1.41747	4.46519e-05
0.1	1.51991	5.17991e-05
0.1	1.62975	6.02863e-05
0.1	1.74753	7.04802e-05
0.1	1.87382	8.29067e-05
0.1	2.00923	9.83433e-05
0.1	2.15443	0.000117956
0.1	2.31013	0.000143827
0.1	2.47708	0.000178288
0.1	2.65609	0.000225597
0.1	2.84804	0.000291671
0.1	3.05386	0.000384709
0.1	3.27455	0.00051523
0.1	3.51119	0.000695286
0.1	3.76494	0.000936177
0.1	4.03702	0.00124433
0.1	4.32876	0.00161559
0.1	4.64159	0.00202967
0.1	4.97702	0.00244783
0.1	5.3367	0.00281684
0.1	5.72237	0.00308041
0.1	6.13591	0.0031948
0.1	6.57933	0.00311142
0.1	7.0548	0.00280777
0.1	7.56463	0.00240755
0.1	8.11131	0.0019706
0.1	8.69749	0.00154889
0.1	9.32603	0.00117626
0.1	10	0.000866871
0.1	10.7227	0.00062022
0.1	11.4976	0.000428653
0.1	12.3285	0.000283217
0.1	13.2194	0.000176402
0.1	14.1747	0.000102183
0.1	15.1991	5.49354e-05
0.1	16.2975	2.86097e-05
0.1	17.4753	1.67399e-05
0.1	18.7382	1.31634e-05
0.1	20.0923	1.29335e-05
0.1	21.5443	1.29037e-05
0.1	23.1013	1.17361e-05
0.1	24.7708	9.42105e-06
0.1	26.5609	6.6006e-06
0.1	28.4804	3.98836e-06
0.1	30.5386	2.03932e-06
0.1	32.7455	8.7193e-07
0.1	35.1119	3.52954e-07
0.1	37.6494	2.38897e-07
0.1	40.3702	2.96476e-07
0.1	43.2876	3.67983e-07
0.1	46.4159	3.8279e-07
0.1	49.7702	3.35126e-07
0.1	53.367	2.51291e-07
0.1	57.2237	1.62563e-07
0.1	61.3591	9.04011e-08
0.1	65.7933	4.29379e-08
0.1	70.548	1.81897e-08
0.1	75.6463	9.31938e-09
0.1	81.1131	8.95536e-09
0.1	86.9749	1.15198e-08
0.1	93.2603	1.3812e-08
0.1	100	1.45861e-08
0.1	107.227	1.38022e-08
0.1	114.976	1.1957e-08
0.1	123.285	9.6425e-09
0.1	132.194	7.32782e-09
0.1	141.747	5.29625e-09
0.1	151.991	3.66664e-09
0.1	162.975	2.44545e-09
0.1	174.753	1.57861e-09
0.1	187.382	9.90183e-10
0.1	200.923	6.05496e-10
0.1	215.443	3.61978e-10
0.1	231.013	2.12069e-10
0.1	247.708	1.22016e-10
0.1	265.609	6.90743e-11
0.1	284.804	3.854e-11
0.1	305.386	2.12261e-11
0.1	327.455	1.15555e-11
0.1	351.119	6.22605e-12
0.1	376.494	3.32379e-12
0.1	403.702	1.75992e-12
0.1	432.876	9.25085e-13
0.1	464.159	4.83119e-13
0.1	497.702	2.50856e-13
0.1	533.67	1.29591e-13
0.1	572.237	6.66433e-14
0.1	613.591	3.41347e-14
0.1	657.933	1.74219e-14
0.1	705.48	8.86413e-15
0.1	756.463	4.49758e-15
0.1	811.131	2.2765e-15
0.1	869.749	1.14983e-15
0.1	932.603	5.79674e-16
0.1	1000	2.91759e-16
0.107227	1	2.50474e-05
0.107227	1.07227	2.88578e-05
0.107227	1.14976	3.327e-05
0.107227	1.23285	3.83915e-05
0.107227	1.32194	4.43563e-05
0.107227	1.41747	5.13351e-05
0.107227	1.51991	5.9552e-05
0.107227	1.62975	6.93092e-05
0.107227	1.74753	8.10284e-05
0.107227	1.87382	9.53141e-05
0.107227	2.00923	0.00011306
0.107227	2.15443	0.000135606
0.107227	2.31013	0.000165346
0.107227	2.47708	0.000204961
0.107227	2.65609	0.000259345
0.107227	2.84804	0.0003353
0.107227	3.05386	0.000442252
0.107227	3.27455	0.000592295
0.107227	3.51119	0.000799287
0.107227	3.76494	0.00107622
0.107227	4.03702	0.0014305
0.107227	4.32876	0.00185733
0.107227	4.64159	0.00233342
0.107227	4.97702	0.00281422
0.107227	5.3367	0.00323853
0.107227	5.72237	0.00354162
0.107227	6.13591	0.00367318
0.107227	6.57933	0.00357738
0.107227	7.0548	0.0032283
0.107227	7.56463	0.00276816
0.107227	8.11131	0.00226578
0.107227	8.69749	0.0017809
0.107227	9.32603	0.00135247
0.107227	10	0.000996728
0.107227	10.7227	0.00071313
0.107227	11.4976	0.000492867
0.107227	12.3285	0.000325644
0.107227	13.2194	0.000202829
0.107227	14.1747	0.000117491
0.107227	15.1991	6.31651e-05
0.107227	16.2975	3.28955e-05
0.107227	17.4753	1.92472e-05
0.107227	18.7382	1.51347e-05
0.107227	20.0923	1.48703e-05
0.107227	21.5443	1.48361e-05
0.107227	23.1013	1.34938e-05
0.107227	24.7708	1.0832e-05
0.107227	26.5609	7.58917e-06
0.107227	28.4804	4.58571e-06
0.107227	30.5386	2.34476e-06
0.107227	32.7455	1.00253e-06
0.107227	35.1119	4.05818e-07
0.107227	37.6494	2.74674e-07
0.107227	40.3702	3.40874e-07
0.107227	43.2876	4.23091e-07
0.107227	46.4159	4.40115e-07
0.107227	49.7702	3.85314e-07
0.107227	53.367	2.88925e-07
0.107227	57.2237	1.86908e-07
0.107227	61.3591	1.0394e-07
0.107227	65.7933	4.93684e-08
0.107227	70.548	2.09139e-08
0.107227	75.6463	1.07151e-08
0.107227	81.1131	1.02965e-08
0.107227	86.9749	1.3245e-08
0.107227	93.2603	1.58804e-08
0.107227	100	1.67704e-08
0.107227	107.227	1.58691e-08
0.107227	114.976	1.37476e-08
0.107227	123.285	1.10865e-08
0.107227	132.194	8.42522e-09
0.107227	141.747	6.08941e-09
0.107227	151.991	4.21575e-09
0.107227	162.975	2.81167e-09
0.107227	174.753	1.81502e-09
0.107227	187.382	1.13847e-09
0.107227	200.923	6.96173e-10
0.107227	215.443	4.16187e-10
0.107227	231.013	2.43827e-10
0.107227	247.708	1.40288e-10
0.107227	265.609	7.94187e-11
0.107227	284.804	4.43116e-11
0.107227	305.386	2.44048e-11
0.107227	327.455	1.3286e-11
0.107227	351.119	7.15845e-12
0.107227	376.494	3.82156e-12
0.107227	403.702	2.02348e-12
0.107227	432.876	1.06362e-12
0.107227	464.159	5.5547e-13
0.107227	497.702	2.88423e-13
0.107227	533.67	1.48998e-13
0.107227	572.237	7.66236e-14
0.107227	613.591	3.92466e-14
0.107227	657.933	2.0031e-14
0.107227	705.48	1.01916e-14
0.107227	756.463	5.17113e-15
0.107227	811.131	2.61743e-15
0.107227	869.749	1.32202e-15
0.107227	932.603	6.66484e-16
0.107227	1000	3.35452e-16
0.114976	1	2.87964e-05
0.114976	1.07227	3.3177e-05
0.114976	1.14976	3.82495e-05
0.114976	1.23285	4.41375e-05
0.114976	1.32194	5.09949e-05
0.114976	1.41747	5.90181e-05
0.114976	1.51991	6.84645e-05
0.114976	1.62975	7.96816e-05
0.114976	1.74753	9.31541e-05
0.114976	1.87382	0.000109577
0.114976	2.00923	0.000129977
0.114976	2.15443	0.000155895
0.114976	2.31013	0.000190082
0.114976	2.47708	0.000235621
0.114976	2.65609	0.000298135
0.114976	2.84804	0.000385446
0.114976	3.05386	0.00050839
0.114976	3.27455	0.000680871
0.114976	3.51119	0.000918824
0.114976	3.76494	0.00123719
0.114976	4.03702	0.00164449
0.114976	4.32876	0.00213522
0.114976	4.64159	0.0026826
0.114976	4.97702	0.00323541
0.114976	5.3367	0.00372332
0.114976	5.72237	0.00407186
0.114976	6.13591	0.00422319
0.114976	6.57933	0.00411314
0.114976	7.0548	0.00371182
0.114976	7.56463	0.00318279
0.114976	8.11131	0.00260518
0.114976	8.69749	0.00204769
0.114976	9.32603	0.00155507
0.114976	10	0.00114604
0.114976	10.7227	0.000819962
0.114976	11.4976	0.000566703
0.114976	12.3285	0.000374429
0.114976	13.2194	0.000233215
0.114976	14.1747	0.000135093
0.114976	15.1991	7.26281e-05
0.114976	16.2975	3.78234e-05
0.114976	17.4753	2.21301e-05
0.114976	18.7382	1.74013e-05
0.114976	20.0923	1.70972e-05
0.114976	21.5443	1.70579e-05
0.114976	23.1013	1.55146e-05
0.114976	24.7708	1.24543e-05
0.114976	26.5609	8.72581e-06
0.114976	28.4804	5.27253e-06
0.114976	30.5386	2.69596e-06
0.114976	32.7455	1.15269e-06
0.114976	35.1119	4.666e-07
0.114976	37.6494	3.15809e-07
0.114976	40.3702	3.91922e-07
0.114976	43.2876	4.86451e-07
0.114976	46.4159	5.06026e-07
0.114976	49.7702	4.43019e-07
0.114976	53.367	3.32195e-07
0.114976	57.2237	2.149e-07
0.114976	61.3591	1.19506e-07
0.114976	65.7933	5.67621e-08
0.114976	70.548	2.4046e-08
0.114976	75.6463	1.23198e-08
0.114976	81.1131	1.18385e-08
0.114976	86.9749	1.52285e-08
0.114976	93.2603	1.82586e-08
0.114976	100	1.92819e-08
0.114976	107.227	1.82457e-08
0.114976	114.976	1.58064e-08
0.114976	123.285	1.27468e-08
0.114976	132.194	9.68696e-09
0.114976	141.747	7.00134e-09
0.114976	151.991	4.84709e-09
0.114976	162.975	3.23274e-09
0.114976	174.753	2.08683e-09
0.114976	187.382	1.30896e-09
0.114976	200.923	8.00431e-10
0.114976	215.443	4.78514e-10
0.114976	231.013	2.80342e-10
0.114976	247.708	1.61298e-10
0.114976	265.609	9.13123e-11
0.114976	284.804	5.09476e-11
0.114976	305.386	2.80596e-11
0.114976	327.455	1.52757e-11
0.114976	351.119	8.23048e-12
0.114976	376.494	4.39386e-12
0.114976	403.702	2.32651e-12
0.114976	432.876	1.22291e-12
0.114976	464.159	6.38655e-13
0.114976	497.702	3.31617e-13
0.114976	533.67	1.71312e-13
0.114976	572.237	8.80985e-14
0.114976	613.591	4.5124e-14
0.114976	657.933	2.30307e-14
0.114976	705.48	1.17179e-14
0.114976	756.463	5.94554e-15
0.114976	811.131	3.00941e-15
0.114976	869.749	1.52e-15
0.114976	932.603	7.66295e-16
0.114976	1000	3.85688e-16
0.123285	1	3.31061e-05
0.123285	1.07227	3.81423e-05
0.123285	1.14976	4.39738e-05
0.123285	1.23285	5.07429e-05
0.123285	1.32194	5.86264e-05
0.123285	1.41747	6.78501e-05
0.123285	1.51991	7.87098e-05
0.123285	1.62975	9.16051e-05
0.123285	1.74753	0.000107093
0.123285	1.87382	0.000125972
0.123285	2.00923	0.000149423
0.123285	2.15443	0.000179216
0.123285	2.31013	0.000218515
0.123285	2.47708	0.00027086
0.123285	2.65609	0.000342718
0.123285	2.84804	0.000443081
0.123285	3.05386	0.000584403
0.123285	3.27455	0.000782672
0.123285	3.51119	0.00105621
0.123285	3.76494	0.0014222
0.123285	4.03702	0.00189044
0.123285	4.32876	0.00245463
0.123285	4.64159	0.00308397
0.123285	4.97702	0.0037196
0.123285	5.3367	0.00428064
0.123285	5.72237	0.00468146
0.123285	6.13591	0.00485555
0.123285	6.57933	0.00472913
0.123285	7.0548	0.00426777
0.123285	7.56463	0.00365955
0.123285	8.11131	0.00299544
0.123285	8.69749	0.00235444
0.123285	9.32603	0.00178804
0.123285	10	0.00131774
0.123285	10.7227	0.000942805
0.123285	11.4976	0.000651605
0.123285	12.3285	0.000430526
0.123285	13.2194	0.000268156
0.123285	14.1747	0.000155333
0.123285	15.1991	8.35095e-05
0.123285	16.2975	4.34898e-05
0.123285	17.4753	2.54448e-05
0.123285	18.7382	2.00073e-05
0.123285	20.0923	1.96575e-05
0.123285	21.5443	1.96124e-05
0.123285	23.1013	1.78381e-05
0.123285	24.7708	1.43195e-05
0.123285	26.5609	1.00327e-05
0.123285	28.4804	6.06224e-06
0.123285	30.5386	3.09977e-06
0.123285	32.7455	1.32534e-06
0.123285	35.1119	5.36489e-07
0.123285	37.6494	3.63105e-07
0.123285	40.3702	4.50613e-07
0.123285	43.2876	5.593e-07
0.123285	46.4159	5.81808e-07
0.123285	49.7702	5.09366e-07
0.123285	53.367	3.81945e-07
0.123285	57.2237	2.47085e-07
0.123285	61.3591	1.37404e-07
0.123285	65.7933	6.52632e-08
0.123285	70.548	2.76474e-08
0.123285	75.6463	1.41648e-08
0.123285	81.1131	1.36113e-08
0.123285	86.9749	1.75091e-08
0.123285	93.2603	2.0993e-08
0.123285	100	2.21695e-08
0.123285	107.227	2.09781e-08
0.123285	114.976	1.81735e-08
0.123285	123.285	1.46558e-08
0.123285	132.194	1.11377e-08
0.123285	141.747	8.04984e-09
0.123285	151.991	5.57297e-09
0.123285	162.975	3.71687e-09
0.123285	174.753	2.39935e-09
0.123285	187.382	1.50499e-09
0.123285	200.923	9.20301e-10
0.123285	215.443	5.50175e-10
0.123285	231.013	3.22326e-10
0.123285	247.708	1.85453e-10
0.123285	265.609	1.04987e-10
0.123285	284.804	5.85774e-11
0.123285	305.386	3.22617e-11
0.123285	327.455	1.75633e-11
0.123285	351.119	9.46305e-12
0.123285	376.494	5.05187e-12
0.123285	403.702	2.67492e-12
0.123285	432.876	1.40605e-12
0.123285	464.159	7.34299e-13
0.123285	497.702	3.81279e-13
0.123285	533.67	1.96967e-13
0.123285	572.237	1.01292e-13
0.123285	613.591	5.18817e-14
0.123285	657.933	2.64798e-14
0.123285	705.48	1.34727e-14
0.123285	756.463	6.83593e-15
0.123285	811.131	3.46009e-15
0.123285	869.749	1.74763e-15
0.123285	932.603	8.81053e-16
0.123285	1000	4.43447e-16
0.132194	1	3.80602e-05
0.132194	1.07227	4.38501e-05
0.132194	1.14976	5.05542e-05
0.132194	1.23285	5.8336e-05
0.132194	1.32194	6.73991e-05
0.132194	1.41747	7.80027e-05
0.132194	1.51991	9.0487e-05
0.132194	1.62975	0.000105311
0.132194	1.74753	0.000123115
0.132194	1.87382	0.000144817
0.132194	2.00923	0.000171775
0.132194	2.15443	0.000206022
0.132194	2.31013	0.000251194
0.132194	2.47708	0.000311362
0.132194	2.65609	0.000393958
0.132194	2.84804	0.000509318
0.132194	3.05386	0.00067176
0.132194	3.27455	0.000899666
0.132194	3.51119	0.0012141
0.132194	3.76494	0.00163483
0.132194	4.03702	0.00217313
0.132194	4.32876	0.00282176
0.132194	4.64159	0.00354534
0.132194	4.97702	0.0042762
0.132194	5.3367	0.00492133
0.132194	5.72237	0.00538229
0.132194	6.13591	0.00558257
0.132194	6.57933	0.00543739
0.132194	7.0548	0.00490701
0.132194	7.56463	0.00420774
0.132194	8.11131	0.00344418
0.132194	8.69749	0.00270717
0.132194	9.32603	0.00205592
0.132194	10	0.00151516
0.132194	10.7227	0.00108406
0.132194	11.4976	0.000749232
0.132194	12.3285	0.000495032
0.132194	13.2194	0.000308334
0.132194	14.1747	0.000178607
0.132194	15.1991	9.6022e-05
0.132194	16.2975	5.00055e-05
0.132194	17.4753	2.92562e-05
0.132194	18.7382	2.30035e-05
0.132194	20.0923	2.26012e-05
0.132194	21.5443	2.25495e-05
0.132194	23.1013	2.05096e-05
0.132194	24.7708	1.64642e-05
0.132194	26.5609	1.15354e-05
0.132194	28.4804	6.97025e-06
0.132194	30.5386	3.56407e-06
0.132194	32.7455	1.52387e-06
0.132194	35.1119	6.16847e-07
0.132194	37.6494	4.17485e-07
0.132194	40.3702	5.18094e-07
0.132194	43.2876	6.43058e-07
0.132194	46.4159	6.68939e-07
0.132194	49.7702	5.85649e-07
0.132194	53.367	4.39146e-07
0.132194	57.2237	2.84089e-07
0.132194	61.3591	1.57983e-07
0.132194	65.7933	7.50376e-08
0.132194	70.548	3.17881e-08
0.132194	75.6463	1.62862e-08
0.132194	81.1131	1.56497e-08
0.132194	86.9749	2.01311e-08
0.132194	93.2603	2.41368e-08
0.132194	100	2.54895e-08
0.132194	107.227	2.41197e-08
0.132194	114.976	2.08952e-08
0.132194	123.285	1.68506e-08
0.132194	132.194	1.28056e-08
0.132194	141.747	9.25536e-09
0.132194	151.991	6.40757e-09
0.132194	162.975	4.2735e-09
0.132194	174.753	2.75867e-09
0.132194	187.382	1.73038e-09
0.132194	200.923	1.05812e-09
0.132194	215.443	6.32568e-10
0.132194	231.013	3.70596e-10
0.132194	247.708	2.13226e-10
0.132194	265.609	1.2071e-10
0.132194	284.804	6.73498e-11
0.132194	305.386	3.70932e-11
0.132194	327.455	2.01936e-11
0.132194	351.119	1.08802e-11
0.132194	376.494	5.80843e-12
0.132194	403.702	3.07551e-12
0.132194	432.876	1.61661e-12
0.132194	464.159	8.44265e-13
0.132194	497.702	4.38378e-13
0.132194	533.67	2.26464e-13
0.132194	572.237	1.16461e-13
0.132194	613.591	5.96513e-14
0.132194	657.933	3.04453e-14
0.132194	705.48	1.54903e-14
0.132194	756.463	7.85966e-15
0.132194	811.131	3.97826e-15
0.132194	869.749	2.00935e-15
0.132194	932.603	1.013e-15
0.132194	1000	5.09857e-16
0.141747	1	4.37552e-05
0.141747	1.07227	5.04112e-05
0.141747	1.14976	5.81184e-05
0.141747	1.23285	6.70644e-05
0.141747	1.32194	7.74832e-05
0.141747	1.41747	8.9673e-05
0.141747	1.51991	0.000104025
0.141747	1.62975	0.000121066
0.141747	1.74753	0.000141532
0.141747	1.87382	0.000166479
0.141747	2.00923	0.000197466
0.141747	2.15443	0.000236831
0.141747	2.31013	0.000288752
0.141747	2.47708	0.000357909
0.141747	2.65609	0.000452844
0.141747	2.84804	0.000585437
0.141747	3.05386	0.000772149
0.141747	3.27455	0.00103411
0.141747	3.51119	0.00139555
0.141747	3.76494	0.00187919
0.141747	4.03702	0.00249801
0.141747	4.32876	0.00324372
0.141747	4.64159	0.00407565
0.141747	4.97702	0.00491601
0.141747	5.3367	0.00565786
0.141747	5.72237	0.00618799
0.141747	6.13591	0.00641843
0.141747	6.57933	0.00625171
0.141747	7.0548	0.00564202
0.141747	7.56463	0.00483807
0.141747	8.11131	0.00396018
0.141747	8.69749	0.00311277
0.141747	9.32603	0.00236396
0.141747	10	0.00174218
0.141747	10.7227	0.00124649
0.141747	11.4976	0.000861495
0.141747	12.3285	0.000569207
0.141747	13.2194	0.000354536
0.141747	14.1747	0.00020537
0.141747	15.1991	0.00011041
0.141747	16.2975	5.74979e-05
0.141747	17.4753	3.36387e-05
0.141747	18.7382	2.64485e-05
0.141747	20.0923	2.59858e-05
0.141747	21.5443	2.59264e-05
0.141747	23.1013	2.35812e-05
0.141747	24.7708	1.89301e-05
0.141747	26.5609	1.32631e-05
0.141747	28.4804	8.01429e-06
0.141747	30.5386	4.09793e-06
0.141747	32.7455	1.75214e-06
0.141747	35.1119	7.09245e-07
0.141747	37.6494	4.80009e-07
0.141747	40.3702	5.9568e-07
0.141747	43.2876	7.3936e-07
0.141747	46.4159	7.69118e-07
0.141747	49.7702	6.73357e-07
0.141747	53.367	5.04915e-07
0.141747	57.2237	3.26636e-07
0.141747	61.3591	1.81644e-07
0.141747	65.7933	8.6276e-08
0.141747	70.548	3.6549e-08
0.141747	75.6463	1.87253e-08
0.141747	81.1131	1.79934e-08
0.141747	86.9749	2.31459e-08
0.141747	93.2603	2.77514e-08
0.141747	100	2.93068e-08
0.141747	107.227	2.77318e-08
0.141747	114.976	2.40244e-08
0.141747	123.285	1.93741e-08
0.141747	132.194	1.47233e-08
0.141747	141.747	1.06414e-08
0.141747	151.991	7.36715e-09
0.141747	162.975	4.91349e-09
0.141747	174.753	3.1718e-09
0.141747	187.382	1.98951e-09
0.141747	200.923	1.21658e-09
0.141747	215.443	7.273e-10
0.141747	231.013	4.26096e-10
0.141747	247.708	2.45158e-10
0.141747	265.609	1.38787e-10
0.141747	284.804	7.74359e-11
0.141747	305.386	4.26481e-11
0.141747	327.455	2.32177e-11
0.141747	351.119	1.25096e-11
0.141747	376.494	6.67828e-12
0.141747	403.702	3.53609e-12
0.141747	432.876	1.85871e-12
0.141747	464.159	9.707e-13
0.141747	497.702	5.04028e-13
0.141747	533.67	2.60378e-13
0.141747	572.237	1.33902e-13
0.141747	613.591	6.85845e-14
0.141747	657.933	3.50047e-14
0.141747	705.48	1.78101e-14
0.141747	756.463	9.0367e-15
0.141747	811.131	4.57403e-15
0.141747	869.749	2.31027e-15
0.141747	932.603	1.1647e-15
0.141747	1000	5.86211e-16
0.151991	1	5.03014e-05
0.151991	1.07227	5.79532e-05
0.151991	1.14976	6.68132e-05
0.151991	1.23285	7.70974e-05
0.151991	1.32194	8.90746e-05
0.151991	1.41747	0.000103087
0.151991	1.51991	0.000119585
0.151991	1.62975	0.000139174
0.151991	1.74753	0.000162701
0.151991	1.87382	0.000191376
0.151991	2.00923	0.000226994
0.151991	2.15443	0.00027224
0.151991	2.31013	0.000331917
0.151991	2.47708	0.000411402
0.151991	2.65609	0.000520513
0.151991	2.84804	0.000672906
0.151991	3.05386	0.000887502
0.151991	3.27455	0.0011886
0.151991	3.51119	0.00160405
0.151991	3.76494	0.00215999
0.151991	4.03702	0.00287137
0.151991	4.32876	0.00372867
0.151991	4.64159	0.00468518
0.151991	4.97702	0.00565144
0.151991	5.3367	0.00650453
0.151991	5.72237	0.00711425
0.151991	6.13591	0.0073794
0.151991	6.57933	0.007188
0.151991	7.0548	0.00648714
0.151991	7.56463	0.00556287
0.151991	8.11131	0.00455351
0.151991	8.69749	0.00357917
0.151991	9.32603	0.00271817
0.151991	10	0.00200324
0.151991	10.7227	0.00143327
0.151991	11.4976	0.000990589
0.151991	12.3285	0.000654504
0.151991	13.2194	0.000407665
0.151991	14.1747	0.000236147
0.151991	15.1991	0.000126956
0.151991	16.2975	6.61135e-05
0.151991	17.4753	3.86778e-05
0.151991	18.7382	3.04095e-05
0.151991	20.0923	2.98771e-05
0.151991	21.5443	2.98091e-05
0.151991	23.1013	2.71129e-05
0.151991	24.7708	2.17653e-05
0.151991	26.5609	1.52497e-05
0.151991	28.4804	9.21474e-06
0.151991	30.5386	4.71179e-06
0.151991	32.7455	2.01461e-06
0.151991	35.1119	8.15487e-07
0.151991	37.6494	5.51897e-07
0.151991	40.3702	6.84884e-07
0.151991	43.2876	8.50082e-07
0.151991	46.4159	8.84301e-07
0.151991	49.7702	7.74201e-07
0.151991	53.367	5.80533e-07
0.151991	57.2237	3.75556e-07
0.151991	61.3591	2.08849e-07
0.151991	65.7933	9.91978e-08
0.151991	70.548	4.20231e-08
0.151991	75.6463	2.15298e-08
0.151991	81.1131	2.0688e-08
0.151991	86.9749	2.66121e-08
0.151991	93.2603	3.19073e-08
0.151991	100	3.36956e-08
0.151991	107.227	3.18848e-08
0.151991	114.976	2.76222e-08
0.151991	123.285	2.22755e-08
0.151991	132.194	1.69283e-08
0.151991	141.747	1.22351e-08
0.151991	151.991	8.47044e-09
0.151991	162.975	5.64932e-09
0.151991	174.753	3.6468e-09
0.151991	187.382	2.28746e-09
0.151991	200.923	1.39878e-09
0.151991	215.443	8.36218e-10
0.151991	231.013	4.89907e-10
0.151991	247.708	2.81872e-10
0.151991	265.609	1.59571e-10
0.151991	284.804	8.90325e-11
0.151991	305.386	4.9035e-11
0.151991	327.455	2.66948e-11
0.151991	351.119	1.4383e-11
0.151991	376.494	7.6784e-12
0.151991	403.702	4.06564e-12
0.151991	432.876	2.13707e-12
0.151991	464.159	1.11607e-12
0.151991	497.702	5.7951e-13
0.151991	533.67	2.99372e-13
0.151991	572.237	1.53955e-13
0.151991	613.591	7.88556e-14
0.151991	657.933	4.02469e-14
0.151991	705.48	2.04773e-14
0.151991	756.463	1.039e-14
0.151991	811.131	5.25902e-15
0.151991	869.749	2.65625e-15
0.151991	932.603	1.33912e-15
0.151991	1000	6.74e-16
0.162975	1	5.78259e-05
0.162975	1.07227	6.66222e-05
0.162975	1.14976	7.68074e-05
0.162975	1.23285	8.86296e-05
0.162975	1.32194	0.000102398
0.162975	1.41747	0.000118506
0.162975	1.51991	0.00013747
0.162975	1.62975	0.000159988
0.162975	1.74753	0.00018703
0.162975	1.87382	0.000219991
0.162975	2.00923	0.000260929
0.162975	2.15443	0.000312933
0.162975	2.31013	0.00038152
0.162975	2.47708	0.000472871
0.162975	2.65609	0.000598268
0.162975	2.84804	0.000773408
0.162975	3.05386	0.00102004
0.162975	3.27455	0.0013661
0.162975	3.51119	0.00184361
0.162975	3.76494	0.00248264
0.162975	4.03702	0.0033004
0.162975	4.32876	0.00428599
0.162975	4.64159	0.00538572
0.162975	4.97702	0.00649677
0.162975	5.3367	0.00747779
0.162975	5.72237	0.00817908
0.162975	6.13591	0.00848422
0.162975	6.57933	0.00826452
0.162975	7.0548	0.00745888
0.162975	7.56463	0.00639629
0.162975	8.11131	0.00523578
0.162975	8.69749	0.00411549
0.162975	9.32603	0.00312549
0.162975	10	0.00230343
0.162975	10.7227	0.00164806
0.162975	11.4976	0.00113904
0.162975	12.3285	0.000752592
0.162975	13.2194	0.000468762
0.162975	14.1747	0.000271539
0.162975	15.1991	0.000145984
0.162975	16.2975	7.60209e-05
0.162975	17.4753	4.44721e-05
0.162975	18.7382	3.49636e-05
0.162975	20.0923	3.43511e-05
0.162975	21.5443	3.42731e-05
0.162975	23.1013	3.11735e-05
0.162975	24.7708	2.50252e-05
0.162975	26.5609	1.75339e-05
0.162975	28.4804	1.0595e-05
0.162975	30.5386	5.41762e-06
0.162975	32.7455	2.31642e-06
0.162975	35.1119	9.37648e-07
0.162975	37.6494	6.34551e-07
0.162975	40.3702	7.87446e-07
0.162975	43.2876	9.77386e-07
0.162975	46.4159	1.01673e-06
0.162975	49.7702	8.90148e-07
0.162975	53.367	6.67478e-07
0.162975	57.2237	4.31802e-07
0.162975	61.3591	2.40128e-07
0.162975	65.7933	1.14055e-07
0.162975	70.548	4.83171e-08
0.162975	75.6463	2.47543e-08
0.162975	81.1131	2.37862e-08
0.162975	86.9749	3.05973e-08
0.162975	93.2603	3.66856e-08
0.162975	100	3.87417e-08
0.162975	107.227	3.66597e-08
0.162975	114.976	3.17588e-08
0.162975	123.285	2.56114e-08
0.162975	132.194	1.94634e-08
0.162975	141.747	1.40674e-08
0.162975	151.991	9.73895e-09
0.162975	162.975	6.49535e-09
0.162975	174.753	4.19294e-09
0.162975	187.382	2.63002e-09
0.162975	200.923	1.60826e-09
0.162975	215.443	9.61449e-10
0.162975	231.013	5.63275e-10
0.162975	247.708	3.24085e-10
0.162975	265.609	1.83468e-10
0.162975	284.804	1.02366e-10
0.162975	305.386	5.63784e-11
0.162975	327.455	3.06925e-11
0.162975	351.119	1.6537e-11
0.162975	376.494	8.8283e-12
0.162975	403.702	4.6745e-12
0.162975	432.876	2.45711e-12
0.162975	464.159	1.28321e-12
0.162975	497.702	6.66296e-13
0.162975	533.67	3.44205e-13
0.162975	572.237	1.77011e-13
0.162975	613.591	9.06647e-14
0.162975	657.933	4.62741e-14
0.162975	705.48	2.35439e-14
0.162975	756.463	1.1946e-14
0.162975	811.131	6.0466e-15
0.162975	869.749	3.05404e-15
0.162975	932.603	1.53967e-15
0.162975	1000	7.74937e-16
0.174753	1	6.64746e-05
0.174753	1.07227	7.65862e-05
0.174753	1.14976	8.82944e-05
0.174753	1.23285	0.000101884
0.174753	1.32194	0.000117711
0.174753	1.41747	0.000136228
0.174753	1.51991	0.000158027
0.174753	1.62975	0.000183909
0.174753	1.74753	0.000214992
0.174753	1.87382	0.000252876
0.174753	2.00923	0.000299928
0.174753	2.15443	0.000359695
0.174753	2.31013	0.000438519
0.174753	2.47708	0.000543499
0.174753	2.65609	0.000687605
0.174753	2.84804	0.000888874
0.174753	3.05386	0.00117231
0.174753	3.27455	0.00157002
0.174753	3.51119	0.00211884
0.174753	3.76494	0.00285335
0.174753	4.03702	0.00379338
0.174753	4.32876	0.00492642
0.174753	4.64159	0.00619081
0.174753	4.97702	0.00746836
0.174753	5.3367	0.00859654
0.174753	5.72237	0.00940319
0.174753	6.13591	0.00975439
0.174753	6.57933	0.00950229
0.174753	7.0548	0.00857624
0.174753	7.56463	0.00735463
0.174753	8.11131	0.00602034
0.174753	8.69749	0.00473223
0.174753	9.32603	0.0035939
0.174753	10	0.00264865
