// Table of W_1(k',q) for Xe_5p
// Rows correspond to values of k' [keV] in [0.1,100] (log steps)
// Columns correspond to values of q [keV] in [1,1000] (log steps)
2.17864e-05	2.51007e-05	2.89384e-05	3.33932e-05	3.85815e-05	4.46519e-05	5.17991e-05	6.02863e-05	7.04802e-05	8.29067e-05	9.83433e-05	0.000117956	0.000143827	0.000178288	0.000225597	0.000291671	0.000384709	0.00051523	0.000695286	0.000936177	0.00124433	0.00161559	0.00202967	0.00244783	0.00281684	0.00308041	0.0031948	0.00311142	0.00280777	0.00240755	0.0019706	0.00154889	0.00117626	0.000866871	0.00062022	0.000428653	0.000283217	0.000176402	0.000102183	5.49354e-05	2.86097e-05	1.67399e-05	1.31634e-05	1.29335e-05	1.29037e-05	1.17361e-05	9.42105e-06	6.6006e-06	3.98836e-06	2.03932e-06	8.7193e-07	3.52954e-07	2.38897e-07	2.96476e-07	3.67983e-07	3.8279e-07	3.35126e-07	2.51291e-07	1.62563e-07	9.04011e-08	4.29379e-08	1.81897e-08	9.31938e-09	8.95536e-09	1.15198e-08	1.3812e-08	1.45861e-08	1.38022e-08	1.1957e-08	9.6425e-09	7.32782e-09	5.29625e-09	3.66664e-09	2.44545e-09	1.57861e-09	9.90183e-10	6.05496e-10	3.61978e-10	2.12069e-10	1.22016e-10	6.90743e-11	3.854e-11	2.12261e-11	1.15555e-11	6.22605e-12	3.32379e-12	1.75992e-12	9.25085e-13	4.83119e-13	2.50856e-13	1.29591e-13	6.66433e-14	3.41347e-14	1.74219e-14	8.86413e-15	4.49758e-15	2.2765e-15	1.14983e-15	5.79674e-16	2.91759e-16
2.50474e-05	2.88578e-05	3.327e-05	3.83915e-05	4.43563e-05	5.13351e-05	5.9552e-05	6.93092e-05	8.10284e-05	9.53141e-05	0.00011306	0.000135606	0.000165346	0.000204961	0.000259345	0.0003353	0.000442252	0.000592295	0.000799287	0.00107622	0.0014305	0.00185733	0.00233342	0.00281422	0.00323853	0.00354162	0.00367318	0.00357738	0.0032283	0.00276816	0.00226578	0.0017809	0.00135247	0.000996728	0.00071313	0.000492867	0.000325644	0.000202829	0.000117491	6.31651e-05	3.28955e-05	1.92472e-05	1.51347e-05	1.48703e-05	1.48361e-05	1.34938e-05	1.0832e-05	7.58917e-06	4.58571e-06	2.34476e-06	1.00253e-06	4.05818e-07	2.74674e-07	3.40874e-07	4.23091e-07	4.40115e-07	3.85314e-07	2.88925e-07	1.86908e-07	1.0394e-07	4.93684e-08	2.09139e-08	1.07151e-08	1.02965e-08	1.3245e-08	1.58804e-08	1.67704e-08	1.58691e-08	1.37476e-08	1.10865e-08	8.42522e-09	6.08941e-09	4.21575e-09	2.81167e-09	1.81502e-09	1.13847e-09	6.96173e-10	4.16187e-10	2.43827e-10	1.40288e-10	7.94187e-11	4.43116e-11	2.44048e-11	1.3286e-11	7.15845e-12	3.82156e-12	2.02348e-12	1.06362e-12	5.5547e-13	2.88423e-13	1.48998e-13	7.66236e-14	3.92466e-14	2.0031e-14	1.01916e-14	5.17113e-15	2.61743e-15	1.32202e-15	6.66484e-16	3.35452e-16
2.87964e-05	3.3177e-05	3.82495e-05	4.41375e-05	5.09949e-05	5.90181e-05	6.84645e-05	7.96816e-05	9.31541e-05	0.000109577	0.000129977	0.000155895	0.000190082	0.000235621	0.000298135	0.000385446	0.00050839	0.000680871	0.000918824	0.00123719	0.00164449	0.00213522	0.0026826	0.00323541	0.00372332	0.00407186	0.00422319	0.00411314	0.00371182	0.00318279	0.00260518	0.00204769	0.00155507	0.00114604	0.000819962	0.000566703	0.000374429	0.000233215	0.000135093	7.26281e-05	3.78234e-05	2.21301e-05	1.74013e-05	1.70972e-05	1.70579e-05	1.55146e-05	1.24543e-05	8.72581e-06	5.27253e-06	2.69596e-06	1.15269e-06	4.666e-07	3.15809e-07	3.91922e-07	4.86451e-07	5.06026e-07	4.43019e-07	3.32195e-07	2.149e-07	1.19506e-07	5.67621e-08	2.4046e-08	1.23198e-08	1.18385e-08	1.52285e-08	1.82586e-08	1.92819e-08	1.82457e-08	1.58064e-08	1.27468e-08	9.68696e-09	7.00134e-09	4.84709e-09	3.23274e-09	2.08683e-09	1.30896e-09	8.00431e-10	4.78514e-10	2.80342e-10	1.61298e-10	9.13123e-11	5.09476e-11	2.80596e-11	1.52757e-11	8.23048e-12	4.39386e-12	2.32651e-12	1.22291e-12	6.38655e-13	3.31617e-13	1.71312e-13	8.80985e-14	4.5124e-14	2.30307e-14	1.17179e-14	5.94554e-15	3.00941e-15	1.52e-15	7.66295e-16	3.85688e-16
3.31061e-05	3.81423e-05	4.39738e-05	5.07429e-05	5.86264e-05	6.78501e-05	7.87098e-05	9.16051e-05	0.000107093	0.000125972	0.000149423	0.000179216	0.000218515	0.00027086	0.000342718	0.000443081	0.000584403	0.000782672	0.00105621	0.0014222	0.00189044	0.00245463	0.00308397	0.0037196	0.00428064	0.00468146	0.00485555	0.00472913	0.00426777	0.00365955	0.00299544	0.00235444	0.00178804	0.00131774	0.000942805	0.000651605	0.000430526	0.000268156	0.000155333	8.35095e-05	4.34898e-05	2.54448e-05	2.00073e-05	1.96575e-05	1.96124e-05	1.78381e-05	1.43195e-05	1.00327e-05	6.06224e-06	3.09977e-06	1.32534e-06	5.36489e-07	3.63105e-07	4.50613e-07	5.593e-07	5.81808e-07	5.09366e-07	3.81945e-07	2.47085e-07	1.37404e-07	6.52632e-08	2.76474e-08	1.41648e-08	1.36113e-08	1.75091e-08	2.0993e-08	2.21695e-08	2.09781e-08	1.81735e-08	1.46558e-08	1.11377e-08	8.04984e-09	5.57297e-09	3.71687e-09	2.39935e-09	1.50499e-09	9.20301e-10	5.50175e-10	3.22326e-10	1.85453e-10	1.04987e-10	5.85774e-11	3.22617e-11	1.75633e-11	9.46305e-12	5.05187e-12	2.67492e-12	1.40605e-12	7.34299e-13	3.81279e-13	1.96967e-13	1.01292e-13	5.18817e-14	2.64798e-14	1.34727e-14	6.83593e-15	3.46009e-15	1.74763e-15	8.81053e-16	4.43447e-16
3.80602e-05	4.38501e-05	5.05542e-05	5.8336e-05	6.73991e-05	7.80027e-05	9.0487e-05	0.000105311	0.000123115	0.000144817	0.000171775	0.000206022	0.000251194	0.000311362	0.000393958	0.000509318	0.00067176	0.000899666	0.0012141	0.00163483	0.00217313	0.00282176	0.00354534	0.0042762	0.00492133	0.00538229	0.00558257	0.00543739	0.00490701	0.00420774	0.00344418	0.00270717	0.00205592	0.00151516	0.00108406	0.000749232	0.000495032	0.000308334	0.000178607	9.6022e-05	5.00055e-05	2.92562e-05	2.30035e-05	2.26012e-05	2.25495e-05	2.05096e-05	1.64642e-05	1.15354e-05	6.97025e-06	3.56407e-06	1.52387e-06	6.16847e-07	4.17485e-07	5.18094e-07	6.43058e-07	6.68939e-07	5.85649e-07	4.39146e-07	2.84089e-07	1.57983e-07	7.50376e-08	3.17881e-08	1.62862e-08	1.56497e-08	2.01311e-08	2.41368e-08	2.54895e-08	2.41197e-08	2.08952e-08	1.68506e-08	1.28056e-08	9.25536e-09	6.40757e-09	4.2735e-09	2.75867e-09	1.73038e-09	1.05812e-09	6.32568e-10	3.70596e-10	2.13226e-10	1.2071e-10	6.73498e-11	3.70932e-11	2.01936e-11	1.08802e-11	5.80843e-12	3.07551e-12	1.61661e-12	8.44265e-13	4.38378e-13	2.26464e-13	1.16461e-13	5.96513e-14	3.04453e-14	1.54903e-14	7.85966e-15	3.97826e-15	2.00935e-15	1.013e-15	5.09857e-16
4.37552e-05	5.04112e-05	5.81184e-05	6.70644e-05	7.74832e-05	8.9673e-05	0.000104025	0.000121066	0.000141532	0.000166479	0.000197466	0.000236831	0.000288752	0.000357909	0.000452844	0.000585437	0.000772149	0.00103411	0.00139555	0.00187919	0.00249801	0.00324372	0.00407565	0.00491601	0.00565786	0.00618799	0.00641843	0.00625171	0.00564202	0.00483807	0.00396018	0.00311277	0.00236396	0.00174218	0.00124649	0.000861495	0.000569207	0.000354536	0.00020537	0.00011041	5.74979e-05	3.36387e-05	2.64485e-05	2.59858e-05	2.59264e-05	2.35812e-05	1.89301e-05	1.32631e-05	8.01429e-06	4.09793e-06	1.75214e-06	7.09245e-07	4.80009e-07	5.9568e-07	7.3936e-07	7.69118e-07	6.73357e-07	5.04915e-07	3.26636e-07	1.81644e-07	8.6276e-08	3.6549e-08	1.87253e-08	1.79934e-08	2.31459e-08	2.77514e-08	2.93068e-08	2.77318e-08	2.40244e-08	1.93741e-08	1.47233e-08	1.06414e-08	7.36715e-09	4.91349e-09	3.1718e-09	1.98951e-09	1.21658e-09	7.273e-10	4.26096e-10	2.45158e-10	1.38787e-10	7.74359e-11	4.26481e-11	2.32177e-11	1.25096e-11	6.67828e-12	3.53609e-12	1.85871e-12	9.707e-13	5.04028e-13	2.60378e-13	1.33902e-13	6.85845e-14	3.50047e-14	1.78101e-14	9.0367e-15	4.57403e-15	2.31027e-15	1.1647e-15	5.86211e-16
5.03014e-05	5.79532e-05	6.68132e-05	7.70974e-05	8.90746e-05	0.000103087	0.000119585	0.000139174	0.000162701	0.000191376	0.000226994	0.00027224	0.000331917	0.000411402	0.000520513	0.000672906	0.000887502	0.0011886	0.00160405	0.00215999	0.00287137	0.00372867	0.00468518	0.00565144	0.00650453	0.00711425	0.0073794	0.007188	0.00648714	0.00556287	0.00455351	0.00357917	0.00271817	0.00200324	0.00143327	0.000990589	0.000654504	0.000407665	0.000236147	0.000126956	6.61135e-05	3.86778e-05	3.04095e-05	2.98771e-05	2.98091e-05	2.71129e-05	2.17653e-05	1.52497e-05	9.21474e-06	4.71179e-06	2.01461e-06	8.15487e-07	5.51897e-07	6.84884e-07	8.50082e-07	8.84301e-07	7.74201e-07	5.80533e-07	3.75556e-07	2.08849e-07	9.91978e-08	4.20231e-08	2.15298e-08	2.0688e-08	2.66121e-08	3.19073e-08	3.36956e-08	3.18848e-08	2.76222e-08	2.22755e-08	1.69283e-08	1.22351e-08	8.47044e-09	5.64932e-09	3.6468e-09	2.28746e-09	1.39878e-09	8.36218e-10	4.89907e-10	2.81872e-10	1.59571e-10	8.90325e-11	4.9035e-11	2.66948e-11	1.4383e-11	7.6784e-12	4.06564e-12	2.13707e-12	1.11607e-12	5.7951e-13	2.99372e-13	1.53955e-13	7.88556e-14	4.02469e-14	2.04773e-14	1.039e-14	5.25902e-15	2.65625e-15	1.33912e-15	6.74e-16
5.78259e-05	6.66222e-05	7.68074e-05	8.86296e-05	0.000102398	0.000118506	0.00013747	0.000159988	0.00018703	0.000219991	0.000260929	0.000312933	0.00038152	0.000472871	0.000598268	0.000773408	0.00102004	0.0013661	0.00184361	0.00248264	0.0033004	0.00428599	0.00538572	0.00649677	0.00747779	0.00817908	0.00848422	0.00826452	0.00745888	0.00639629	0.00523578	0.00411549	0.00312549	0.00230343	0.00164806	0.00113904	0.000752592	0.000468762	0.000271539	0.000145984	7.60209e-05	4.44721e-05	3.49636e-05	3.43511e-05	3.42731e-05	3.11735e-05	2.50252e-05	1.75339e-05	1.0595e-05	5.41762e-06	2.31642e-06	9.37648e-07	6.34551e-07	7.87446e-07	9.77386e-07	1.01673e-06	8.90148e-07	6.67478e-07	4.31802e-07	2.40128e-07	1.14055e-07	4.83171e-08	2.47543e-08	2.37862e-08	3.05973e-08	3.66856e-08	3.87417e-08	3.66597e-08	3.17588e-08	2.56114e-08	1.94634e-08	1.40674e-08	9.73895e-09	6.49535e-09	4.19294e-09	2.63002e-09	1.60826e-09	9.61449e-10	5.63275e-10	3.24085e-10	1.83468e-10	1.02366e-10	5.63784e-11	3.06925e-11	1.6537e-11	8.8283e-12	4.6745e-12	2.45711e-12	1.28321e-12	6.66296e-13	3.44205e-13	1.77011e-13	9.06647e-14	4.62741e-14	2.35439e-14	1.1946e-14	6.0466e-15	3.05404e-15	1.53967e-15	7.74937e-16
6.64746e-05	7.65862e-05	8.82944e-05	0.000101884	0.000117711	0.000136228	0.000158027	0.000183909	0.000214992	0.000252876	0.000299928	0.000359695	0.000438519	0.000543499	0.000687605	0.000888874	0.00117231	0.00157002	0.00211884	0.00285335	0.00379338	0.00492642	0.00619081	0.00746836	0.00859654	0.00940319	0.00975439	0.00950229	0.00857624	0.00735463	0.00602034	0.00473223	0.0035939	0.00264865	0.00189506	0.00130976	0.000865393	0.000539024	0.000312241	0.000167865	8.7414e-05	5.11347e-05	4.01998e-05	3.94951e-05	3.94057e-05	3.58423e-05	2.87735e-05	2.01603e-05	1.21822e-05	6.22922e-06	2.66345e-06	1.07811e-06	7.29585e-07	9.05365e-07	1.12375e-06	1.169e-06	1.02346e-06	7.67445e-07	4.96474e-07	2.76093e-07	1.31138e-07	5.5554e-08	2.84617e-08	2.73484e-08	3.51794e-08	4.21795e-08	4.45435e-08	4.21498e-08	3.65149e-08	2.94469e-08	2.23782e-08	1.61741e-08	1.11974e-08	7.46808e-09	4.82086e-09	3.02389e-09	1.8491e-09	1.10543e-09	6.47629e-10	3.72619e-10	2.10944e-10	1.17696e-10	6.48215e-11	3.52889e-11	1.90135e-11	1.01504e-11	5.37455e-12	2.82508e-12	1.47538e-12	7.66079e-13	3.95752e-13	2.03519e-13	1.04242e-13	5.3204e-14	2.70698e-14	1.3735e-14	6.95212e-15	3.5114e-15	1.77024e-15	8.90989e-16
7.64148e-05	8.80382e-05	0.000101497	0.000117118	0.000135311	0.000156595	0.000181651	0.000211401	0.000247127	0.000290667	0.000344742	0.000413427	0.000504009	0.000624645	0.000790237	0.00102152	0.00134722	0.00180427	0.00243501	0.00327923	0.00435977	0.00566231	0.007116	0.00858501	0.00988248	0.0108104	0.0112146	0.0109254	0.00986103	0.00845663	0.00692254	0.00544147	0.00413256	0.00304565	0.00217911	0.00150609	0.000995116	0.000619828	0.00035905	0.00019303	0.000100516	5.87959e-05	4.62202e-05	4.54093e-05	4.53069e-05	4.12104e-05	3.30833e-05	2.31802e-05	1.40071e-05	7.16247e-06	3.0625e-06	1.23963e-06	8.38854e-07	1.04094e-06	1.29204e-06	1.34407e-06	1.17674e-06	8.82385e-07	5.70833e-07	3.17446e-07	1.5078e-07	6.3875e-08	3.27245e-08	3.1444e-08	4.04476e-08	4.8496e-08	5.12142e-08	4.8462e-08	4.19833e-08	3.38568e-08	2.57295e-08	1.85962e-08	1.28743e-08	8.58649e-09	5.54283e-09	3.47674e-09	2.12602e-09	1.27098e-09	7.44617e-10	4.28422e-10	2.42534e-10	1.35322e-10	7.4529e-11	4.05737e-11	2.18609e-11	1.16705e-11	6.17942e-12	3.24816e-12	1.69633e-12	8.80805e-13	4.55019e-13	2.33998e-13	1.19853e-13	6.11717e-14	3.11237e-14	1.57919e-14	7.99325e-15	4.03726e-15	2.03535e-15	1.02442e-15
